year	address.country_code	num_entries	corpus
2017	ru	2	nature_articles
2017	se	5	nature_articles
2017	sg	1	nature_articles
2017	us	117	nature_articles
2017	za	1	nature_articles
2018	at	5	nature_articles
2018	au	10	nature_articles
2018	be	2	nature_articles
2018	bw	1	nature_articles
2018	ca	7	nature_articles
2018	ch	18	nature_articles
2018	cn	21	nature_articles
2018	cz	2	nature_articles
2018	de	28	nature_articles
2018	dk	4	nature_articles
2018	eg	1	nature_articles
2018	es	8	nature_articles
2018	fi	2	nature_articles
2018	fr	21	nature_articles
2018	gb	39	nature_articles
2018	hu	1	nature_articles
2018	ie	2	nature_articles
2018	il	3	nature_articles
2018	it	6	nature_articles
2018	jp	8	nature_articles
2018	ke	1	nature_articles
2018	kz	1	nature_articles
2018	mx	3	nature_articles
2018	nl	9	nature_articles
2018	no	2	nature_articles
2018	nz	3	nature_articles
2018	ph	1	nature_articles
2018	pl	1	nature_articles
2018	pt	1	nature_articles
2018	qa	1	nature_articles
2018	ru	2	nature_articles
2018	se	6	nature_articles
2018	sg	1	nature_articles
2018	th	2	nature_articles
2018	us	112	nature_articles
2018	za	1	nature_articles
2019	am	1	nature_articles
2019	ar	1	nature_articles
2019	at	9	nature_articles
2019	au	16	nature_articles
2019	az	1	nature_articles
2019	be	5	nature_articles
2019	bg	1	nature_articles
2019	bo	1	nature_articles
2019	br	1	nature_articles
2019	ca	22	nature_articles
2019	ch	23	nature_articles
2019	cl	3	nature_articles
2019	cn	45	nature_articles
2019	cr	1	nature_articles
2019	cz	2	nature_articles
2019	de	58	nature_articles
2019	dk	9	nature_articles
2019	es	13	nature_articles
2019	et	1	nature_articles
2019	fi	1	nature_articles
2019	fr	23	nature_articles
2019	gb	63	nature_articles
2019	gr	4	nature_articles
2019	hu	1	nature_articles
2019	id	1	nature_articles
2019	il	9	nature_articles
2019	in	4	nature_articles
2019	it	5	nature_articles
2019	jp	19	nature_articles
2019	kr	5	nature_articles
2019	lv	1	nature_articles
2019	ma	1	nature_articles
2019	nl	11	nature_articles
2019	no	3	nature_articles
2019	np	1	nature_articles
2019	nz	2	nature_articles
2019	pt	4	nature_articles
2019	ro	1	nature_articles
2019	ru	6	nature_articles
2019	se	6	nature_articles
2019	sg	5	nature_articles
2019	sn	1	nature_articles
2019	tw	2	nature_articles
2019	ua	2	nature_articles
2019	us	216	nature_articles
2019	vn	1	nature_articles
2019	za	2	nature_articles
2020	ae	1	nature_articles
2020	ar	4	nature_articles
2020	at	22	nature_articles
2020	au	52	nature_articles
2020	be	25	nature_articles
2020	br	5	nature_articles
2020	bw	1	nature_articles
2020	ca	61	nature_articles
2020	ch	75	nature_articles
2020	cl	7	nature_articles
2020	cn	134	nature_articles
2020	cr	1	nature_articles
2020	cz	1	nature_articles
2020	de	156	nature_articles
2020	dk	26	nature_articles
2020	ee	1	nature_articles
2020	es	29	nature_articles
2020	fi	12	nature_articles
2020	fr	80	nature_articles
2020	gb	164	nature_articles
2020	gr	1	nature_articles
2020	hu	3	nature_articles
2020	id	1	nature_articles
2020	ie	5	nature_articles
2020	il	23	nature_articles
2020	in	5	nature_articles
2020	is	2	nature_articles
2020	it	28	nature_articles
2020	jp	87	nature_articles
2020	ke	2	nature_articles
2020	kr	30	nature_articles
2020	mg	2	nature_articles
2020	mx	3	nature_articles
2020	my	1	nature_articles
2020	nl	38	nature_articles
2020	no	10	nature_articles
2020	nz	6	nature_articles
2020	pa	1	nature_articles
2020	ph	2	nature_articles
2020	pk	1	nature_articles
2020	pl	4	nature_articles
2020	pt	6	nature_articles
2020	ru	9	nature_articles
2020	sa	2	nature_articles
2020	se	28	nature_articles
2020	sg	15	nature_articles
2020	si	1	nature_articles
2020	sk	1	nature_articles
2020	sn	1	nature_articles
2020	tw	12	nature_articles
2020	tz	2	nature_articles
2020	ua	3	nature_articles
2020	ug	1	nature_articles
2020	us	596	nature_articles
2020	za	6	nature_articles
2006	ae	1	news_citation
2019	ae	1	news_citation
2020	ae	1	news_citation
2016	al	1	news_citation
2020	al	1	news_citation
2015	am	2	news_citation
2016	am	1	news_citation
2018	am	4	news_citation
2019	am	7	news_citation
2005	ar	1	news_citation
2008	ar	4	news_citation
2010	ar	2	news_citation
2012	ar	1	news_citation
2013	ar	1	news_citation
2014	ar	1	news_citation
2015	ar	4	news_citation
2016	ar	3	news_citation
2018	ar	5	news_citation
2019	ar	3	news_citation
2020	ar	6	news_citation
2005	at	2	news_citation
2006	at	2	news_citation
2009	at	1	news_citation
2010	at	4	news_citation
2012	at	7	news_citation
2013	at	5	news_citation
2014	at	7	news_citation
2015	at	9	news_citation
2016	at	5	news_citation
2017	at	18	news_citation
2018	at	34	news_citation
2019	at	34	news_citation
2020	at	31	news_citation
2005	au	10	news_citation
2006	au	8	news_citation
2007	au	4	news_citation
2008	au	8	news_citation
2009	au	13	news_citation
2010	au	20	news_citation
2011	au	1	news_citation
2012	au	28	news_citation
2013	au	24	news_citation
2014	au	25	news_citation
2015	au	36	news_citation
2016	au	33	news_citation
2017	au	35	news_citation
2018	au	107	news_citation
2019	au	104	news_citation
2020	au	99	news_citation
2019	az	1	news_citation
2016	ba	1	news_citation
2016	bd	1	news_citation
2005	be	3	news_citation
2006	be	3	news_citation
2007	be	1	news_citation
2008	be	7	news_citation
2009	be	5	news_citation
2010	be	7	news_citation
2012	be	9	news_citation
2013	be	9	news_citation
2014	be	1	news_citation
2015	be	9	news_citation
2016	be	5	news_citation
2017	be	15	news_citation
2018	be	37	news_citation
2019	be	39	news_citation
2020	be	36	news_citation
2012	bf	1	news_citation
2013	bf	1	news_citation
2014	bg	1	news_citation
2019	bg	3	news_citation
2018	bn	2	news_citation
2007	bo	1	news_citation
2015	bo	2	news_citation
2020	bo	3	news_citation
2005	br	3	news_citation
2006	br	4	news_citation
2008	br	2	news_citation
2009	br	3	news_citation
2010	br	8	news_citation
2011	br	1	news_citation
2012	br	4	news_citation
2013	br	5	news_citation
2014	br	2	news_citation
2015	br	5	news_citation
2016	br	6	news_citation
2017	br	8	news_citation
2018	br	4	news_citation
2019	br	12	news_citation
2020	br	24	news_citation
2006	bw	1	news_citation
2019	bw	1	news_citation
2013	by	2	news_citation
2014	by	1	news_citation
2015	by	1	news_citation
2016	by	1	news_citation
2017	bz	1	news_citation
2005	ca	3	news_citation
2006	ca	11	news_citation
2007	ca	5	news_citation
2008	ca	8	news_citation
2009	ca	14	news_citation
2010	ca	20	news_citation
2011	ca	2	news_citation
2012	ca	11	news_citation
2013	ca	32	news_citation
2014	ca	19	news_citation
2015	ca	26	news_citation
2016	ca	32	news_citation
2017	ca	30	news_citation
2018	ca	96	news_citation
2019	ca	118	news_citation
2020	ca	104	news_citation
2015	cd	1	news_citation
2005	ch	14	news_citation
2006	ch	8	news_citation
2007	ch	2	news_citation
2008	ch	8	news_citation
2009	ch	13	news_citation
2010	ch	20	news_citation
2011	ch	1	news_citation
2012	ch	12	news_citation
2013	ch	13	news_citation
2014	ch	12	news_citation
2015	ch	22	news_citation
2016	ch	17	news_citation
2017	ch	31	news_citation
2018	ch	112	news_citation
2019	ch	119	news_citation
2020	ch	82	news_citation
2010	ci	2	news_citation
2012	ci	1	news_citation
2005	cl	1	news_citation
2006	cl	1	news_citation
2008	cl	1	news_citation
2010	cl	1	news_citation
2012	cl	3	news_citation
2013	cl	2	news_citation
2015	cl	4	news_citation
2016	cl	4	news_citation
2018	cl	10	news_citation
2019	cl	6	news_citation
2020	cl	4	news_citation
2005	cn	4	news_citation
2006	cn	4	news_citation
2007	cn	2	news_citation
2008	cn	7	news_citation
2009	cn	16	news_citation
2010	cn	19	news_citation
2011	cn	1	news_citation
2012	cn	33	news_citation
2013	cn	32	news_citation
2014	cn	16	news_citation
2015	cn	43	news_citation
2016	cn	31	news_citation
2017	cn	39	news_citation
2018	cn	123	news_citation
2019	cn	143	news_citation
2020	cn	129	news_citation
2009	co	1	news_citation
2013	co	1	news_citation
2014	co	1	news_citation
2015	co	1	news_citation
2016	co	3	news_citation
2018	co	1	news_citation
2019	co	2	news_citation
2020	co	5	news_citation
2008	cr	1	news_citation
2013	cr	2	news_citation
2017	cr	2	news_citation
2019	cr	1	news_citation
2016	cu	1	news_citation
2014	cy	1	news_citation
2018	cy	2	news_citation
2008	cz	2	news_citation
2009	cz	1	news_citation
2010	cz	2	news_citation
2011	cz	2	news_citation
2012	cz	2	news_citation
2013	cz	1	news_citation
2014	cz	4	news_citation
2015	cz	4	news_citation
2017	cz	2	news_citation
2018	cz	6	news_citation
2019	cz	15	news_citation
2020	cz	6	news_citation
2005	de	18	news_citation
2006	de	22	news_citation
2007	de	11	news_citation
2008	de	16	news_citation
2009	de	29	news_citation
2010	de	36	news_citation
2011	de	6	news_citation
2012	de	39	news_citation
2013	de	44	news_citation
2014	de	23	news_citation
2015	de	49	news_citation
2016	de	39	news_citation
2017	de	60	news_citation
2018	de	219	news_citation
2019	de	213	news_citation
2020	de	201	news_citation
2005	dk	5	news_citation
2006	dk	6	news_citation
2008	dk	3	news_citation
2009	dk	6	news_citation
2010	dk	16	news_citation
2012	dk	8	news_citation
2013	dk	12	news_citation
2014	dk	6	news_citation
2015	dk	11	news_citation
2016	dk	14	news_citation
2017	dk	9	news_citation
2018	dk	53	news_citation
2019	dk	49	news_citation
2020	dk	48	news_citation
2009	dz	1	news_citation
2015	dz	1	news_citation
2008	ec	1	news_citation
2015	ec	1	news_citation
2017	ec	1	news_citation
2018	ec	1	news_citation
2020	ec	3	news_citation
2009	ee	1	news_citation
2012	ee	1	news_citation
2013	ee	1	news_citation
2014	ee	1	news_citation
2015	ee	3	news_citation
2016	ee	2	news_citation
2018	ee	4	news_citation
2019	ee	5	news_citation
2020	ee	4	news_citation
2010	eg	1	news_citation
2014	eg	1	news_citation
2017	eg	1	news_citation
2020	eg	1	news_citation
2005	es	4	news_citation
2006	es	4	news_citation
2007	es	3	news_citation
2008	es	10	news_citation
2009	es	9	news_citation
2010	es	8	news_citation
2011	es	1	news_citation
2012	es	16	news_citation
2013	es	11	news_citation
2014	es	9	news_citation
2015	es	11	news_citation
2016	es	16	news_citation
2017	es	18	news_citation
2018	es	76	news_citation
2019	es	82	news_citation
2020	es	66	news_citation
2006	et	1	news_citation
2009	et	1	news_citation
2017	et	1	news_citation
2019	et	1	news_citation
2005	fi	1	news_citation
2007	fi	4	news_citation
2008	fi	7	news_citation
2009	fi	2	news_citation
2010	fi	6	news_citation
2012	fi	3	news_citation
2013	fi	8	news_citation
2014	fi	2	news_citation
2015	fi	3	news_citation
2016	fi	5	news_citation
2017	fi	8	news_citation
2018	fi	12	news_citation
2019	fi	18	news_citation
2020	fi	16	news_citation
2014	fo	1	news_citation
2005	fr	20	news_citation
2006	fr	21	news_citation
2007	fr	7	news_citation
2008	fr	8	news_citation
2009	fr	21	news_citation
2010	fr	24	news_citation
2011	fr	3	news_citation
2012	fr	29	news_citation
2013	fr	20	news_citation
2014	fr	24	news_citation
2015	fr	29	news_citation
2016	fr	26	news_citation
2017	fr	37	news_citation
2018	fr	121	news_citation
2019	fr	124	news_citation
2020	fr	131	news_citation
2016	ga	1	news_citation
2018	ga	1	news_citation
2005	gb	39	news_citation
2006	gb	40	news_citation
2007	gb	27	news_citation
2008	gb	40	news_citation
2009	gb	81	news_citation
2010	gb	67	news_citation
2011	gb	9	news_citation
2012	gb	60	news_citation
2013	gb	67	news_citation
2014	gb	45	news_citation
2015	gb	69	news_citation
2016	gb	65	news_citation
2017	gb	77	news_citation
2018	gb	296	news_citation
2019	gb	289	news_citation
2020	gb	257	news_citation
2006	gh	1	news_citation
2012	gi	1	news_citation
2013	gi	1	news_citation
2014	gi	1	news_citation
2017	gl	1	news_citation
2019	gl	2	news_citation
2020	gl	1	news_citation
2017	gm	1	news_citation
2010	gr	1	news_citation
2012	gr	4	news_citation
2013	gr	4	news_citation
2016	gr	1	news_citation
2018	gr	5	news_citation
2019	gr	6	news_citation
2020	gr	2	news_citation
2007	hr	1	news_citation
2008	hr	1	news_citation
2009	hr	1	news_citation
2010	hr	2	news_citation
2016	hr	1	news_citation
2017	hr	1	news_citation
2018	hr	4	news_citation
2019	hr	3	news_citation
2010	ht	3	news_citation
2008	hu	1	news_citation
2010	hu	1	news_citation
2012	hu	1	news_citation
2013	hu	1	news_citation
2014	hu	4	news_citation
2015	hu	3	news_citation
2017	hu	3	news_citation
2018	hu	4	news_citation
2019	hu	4	news_citation
2020	hu	6	news_citation
2005	id	1	news_citation
2006	id	2	news_citation
2008	id	1	news_citation
2009	id	2	news_citation
2012	id	2	news_citation
2014	id	2	news_citation
2016	id	5	news_citation
2018	id	5	news_citation
2019	id	5	news_citation
2020	id	1	news_citation
2008	ie	2	news_citation
2009	ie	1	news_citation
2010	ie	2	news_citation
2011	ie	1	news_citation
2012	ie	5	news_citation
2014	ie	2	news_citation
2015	ie	2	news_citation
2016	ie	3	news_citation
2017	ie	2	news_citation
2018	ie	10	news_citation
2019	ie	9	news_citation
2020	ie	3	news_citation
2005	il	5	news_citation
2006	il	1	news_citation
2008	il	3	news_citation
2009	il	7	news_citation
2010	il	5	news_citation
2012	il	7	news_citation
2013	il	9	news_citation
2014	il	4	news_citation
2015	il	7	news_citation
2016	il	9	news_citation
2017	il	16	news_citation
2018	il	33	news_citation
2019	il	27	news_citation
2020	il	28	news_citation
2005	in	1	news_citation
2007	in	3	news_citation
2009	in	1	news_citation
2010	in	6	news_citation
2012	in	1	news_citation
2013	in	2	news_citation
2016	in	2	news_citation
2017	in	5	news_citation
2018	in	16	news_citation
2019	in	2	news_citation
2020	in	6	news_citation
2009	ir	2	news_citation
2015	ir	1	news_citation
2018	ir	2	news_citation
2008	is	5	news_citation
2009	is	3	news_citation
2010	is	2	news_citation
2012	is	1	news_citation
2014	is	2	news_citation
2019	is	1	news_citation
2005	it	13	news_citation
2006	it	10	news_citation
2007	it	2	news_citation
2008	it	12	news_citation
2009	it	9	news_citation
2010	it	11	news_citation
2011	it	1	news_citation
2012	it	15	news_citation
2013	it	7	news_citation
2014	it	9	news_citation
2015	it	18	news_citation
2016	it	13	news_citation
2017	it	18	news_citation
2018	it	57	news_citation
2019	it	81	news_citation
2020	it	72	news_citation
2006	jo	1	news_citation
2018	jo	1	news_citation
2005	jp	11	news_citation
2006	jp	11	news_citation
2007	jp	9	news_citation
2008	jp	11	news_citation
2009	jp	21	news_citation
2010	jp	16	news_citation
2011	jp	1	news_citation
2012	jp	21	news_citation
2013	jp	29	news_citation
2014	jp	9	news_citation
2015	jp	19	news_citation
2016	jp	17	news_citation
2017	jp	25	news_citation
2018	jp	81	news_citation
2019	jp	119	news_citation
2020	jp	93	news_citation
2005	ke	3	news_citation
2008	ke	1	news_citation
2013	ke	1	news_citation
2015	ke	1	news_citation
2016	ke	3	news_citation
2018	ke	3	news_citation
2019	ke	3	news_citation
2015	kh	1	news_citation
2019	kh	1	news_citation
2005	kr	4	news_citation
2007	kr	1	news_citation
2009	kr	4	news_citation
2010	kr	12	news_citation
2012	kr	3	news_citation
2013	kr	5	news_citation
2014	kr	6	news_citation
2015	kr	4	news_citation
2016	kr	2	news_citation
2017	kr	11	news_citation
2018	kr	18	news_citation
2019	kr	24	news_citation
2020	kr	23	news_citation
2019	kz	1	news_citation
2007	lb	1	news_citation
2015	lt	2	news_citation
2018	lt	1	news_citation
2014	lu	1	news_citation
2018	lu	1	news_citation
2017	ma	3	news_citation
2018	ma	1	news_citation
2019	ma	1	news_citation
2008	mg	1	news_citation
2012	mg	1	news_citation
2016	mg	1	news_citation
2011	ml	1	news_citation
2013	ml	1	news_citation
2017	ml	1	news_citation
2019	ml	1	news_citation
2012	mn	1	news_citation
2014	mn	1	news_citation
2020	mn	1	news_citation
2012	mw	2	news_citation
2013	mw	2	news_citation
2017	mw	1	news_citation
2018	mw	1	news_citation
2008	mx	2	news_citation
2009	mx	1	news_citation
2010	mx	2	news_citation
2013	mx	1	news_citation
2016	mx	7	news_citation
2017	mx	1	news_citation
2018	mx	4	news_citation
2019	mx	5	news_citation
2020	mx	12	news_citation
2013	my	2	news_citation
2014	my	2	news_citation
2017	my	1	news_citation
2019	my	1	news_citation
2020	my	1	news_citation
2019	mz	1	news_citation
2019	na	1	news_citation
2018	ng	1	news_citation
2020	ng	2	news_citation
2005	nl	3	news_citation
2006	nl	11	news_citation
2007	nl	4	news_citation
2008	nl	11	news_citation
2009	nl	17	news_citation
2010	nl	16	news_citation
2012	nl	12	news_citation
2013	nl	22	news_citation
2014	nl	11	news_citation
2015	nl	17	news_citation
2016	nl	17	news_citation
2017	nl	26	news_citation
2018	nl	92	news_citation
2019	nl	85	news_citation
2020	nl	86	news_citation
2006	no	3	news_citation
2007	no	2	news_citation
2008	no	2	news_citation
2009	no	3	news_citation
2010	no	2	news_citation
2011	no	1	news_citation
2012	no	2	news_citation
2013	no	7	news_citation
2014	no	5	news_citation
2015	no	3	news_citation
2016	no	5	news_citation
2017	no	12	news_citation
2018	no	20	news_citation
2019	no	15	news_citation
2020	no	15	news_citation
2014	np	2	news_citation
2007	nz	1	news_citation
2009	nz	1	news_citation
2010	nz	1	news_citation
2012	nz	4	news_citation
2013	nz	1	news_citation
2014	nz	1	news_citation
2015	nz	5	news_citation
2016	nz	2	news_citation
2017	nz	7	news_citation
2018	nz	14	news_citation
2019	nz	5	news_citation
2020	nz	8	news_citation
2016	pa	1	news_citation
2019	pa	1	news_citation
2007	pe	1	news_citation
2010	pe	1	news_citation
2015	pe	1	news_citation
2016	pe	1	news_citation
2018	pe	2	news_citation
2008	pg	1	news_citation
2015	pg	1	news_citation
2012	ph	1	news_citation
2015	ph	1	news_citation
2018	ph	1	news_citation
2020	ph	2	news_citation
2006	pk	2	news_citation
2012	pk	1	news_citation
2017	pk	2	news_citation
2019	pk	1	news_citation
2020	pk	6	news_citation
2009	pl	1	news_citation
2010	pl	1	news_citation
2012	pl	2	news_citation
2013	pl	6	news_citation
2014	pl	5	news_citation
2015	pl	3	news_citation
2016	pl	1	news_citation
2017	pl	4	news_citation
2018	pl	11	news_citation
2019	pl	16	news_citation
2020	pl	10	news_citation
2007	pt	1	news_citation
2010	pt	1	news_citation
2012	pt	1	news_citation
2013	pt	5	news_citation
2014	pt	2	news_citation
2015	pt	3	news_citation
2016	pt	4	news_citation
2017	pt	6	news_citation
2018	pt	9	news_citation
2019	pt	9	news_citation
2020	pt	4	news_citation
2019	qa	2	news_citation
2020	qa	1	news_citation
2014	ro	3	news_citation
2019	ro	3	news_citation
2006	ru	2	news_citation
2008	ru	2	news_citation
2009	ru	2	news_citation
2010	ru	5	news_citation
2012	ru	7	news_citation
2013	ru	4	news_citation
2014	ru	1	news_citation
2015	ru	4	news_citation
2016	ru	3	news_citation
2017	ru	1	news_citation
2018	ru	16	news_citation
2019	ru	29	news_citation
2020	ru	20	news_citation
2016	rw	1	news_citation
2010	sa	1	news_citation
2012	sa	1	news_citation
2013	sa	2	news_citation
2014	sa	1	news_citation
2015	sa	4	news_citation
2016	sa	2	news_citation
2018	sa	3	news_citation
2019	sa	4	news_citation
2020	sa	4	news_citation
2014	sd	1	news_citation
2005	se	5	news_citation
2006	se	10	news_citation
2007	se	3	news_citation
2008	se	10	news_citation
2009	se	12	news_citation
2010	se	12	news_citation
2011	se	3	news_citation
2012	se	6	news_citation
2013	se	15	news_citation
2014	se	12	news_citation
2015	se	11	news_citation
2016	se	11	news_citation
2017	se	11	news_citation
2018	se	54	news_citation
2019	se	53	news_citation
2020	se	68	news_citation
2008	sg	2	news_citation
2009	sg	4	news_citation
2010	sg	3	news_citation
2012	sg	2	news_citation
2013	sg	5	news_citation
2014	sg	2	news_citation
2015	sg	4	news_citation
2016	sg	4	news_citation
2017	sg	5	news_citation
2018	sg	15	news_citation
2019	sg	1	news_citation
2020	sg	20	news_citation
2013	si	1	news_citation
2014	si	1	news_citation
2015	si	1	news_citation
2018	si	2	news_citation
2014	sk	1	news_citation
2017	sl	1	news_citation
2009	td	1	news_citation
2018	td	1	news_citation
2019	td	1	news_citation
2005	th	1	news_citation
2007	th	1	news_citation
2016	th	1	news_citation
2018	th	1	news_citation
2020	th	1	news_citation
2010	tr	2	news_citation
2012	tr	1	news_citation
2013	tr	1	news_citation
2015	tr	3	news_citation
2017	tr	1	news_citation
2020	tr	1	news_citation
2007	tw	1	news_citation
2010	tw	1	news_citation
2013	tw	2	news_citation
2014	tw	1	news_citation
2015	tw	1	news_citation
2016	tw	1	news_citation
2017	tw	2	news_citation
2019	tw	3	news_citation
2020	tw	4	news_citation
2006	tz	1	news_citation
2009	tz	1	news_citation
2016	tz	1	news_citation
2019	tz	2	news_citation
2009	ua	1	news_citation
2013	ua	1	news_citation
2020	ua	2	news_citation
2007	ug	1	news_citation
2012	ug	2	news_citation
2005	us	102	news_citation
2006	us	84	news_citation
2007	us	56	news_citation
2008	us	74	news_citation
2009	us	137	news_citation
2010	us	179	news_citation
2011	us	16	news_citation
2012	us	229	news_citation
2013	us	272	news_citation
2014	us	191	news_citation
2015	us	226	news_citation
2016	us	178	news_citation
2017	us	252	news_citation
2018	us	819	news_citation
2019	us	836	news_citation
2020	us	657	news_citation
2015	ve	1	news_citation
2020	ve	3	news_citation
2005	za	1	news_citation
2006	za	3	news_citation
2008	za	2	news_citation
2009	za	1	news_citation
2010	za	2	news_citation
2011	za	1	news_citation
2012	za	2	news_citation
2013	za	4	news_citation
2014	za	3	news_citation
2015	za	6	news_citation
2016	za	4	news_citation
2017	za	5	news_citation
2018	za	2	news_citation
2019	za	13	news_citation
2020	za	3	news_citation
2013	zm	1	news_citation
2013	zw	1	news_citation
2017	zw	1	news_citation
2005	ae	2	nature_news
2005	af	4	nature_news
2005	am	1	nature_news
2005	ao	9	nature_news
2005	ar	14	nature_news
2005	at	36	nature_news
2005	au	136	nature_news
2005	az	1	nature_news
2005	ba	1	nature_news
2005	bd	18	nature_news
2005	be	26	nature_news
2005	bf	1	nature_news
2005	bg	4	nature_news
2005	bi	1	nature_news
2005	bj	1	nature_news
2005	bo	4	nature_news
2005	br	61	nature_news
2005	bs	7	nature_news
2005	bt	2	nature_news
2005	bw	2	nature_news
2005	by	16	nature_news
2005	bz	4	nature_news
2005	ca	149	nature_news
2005	cd	2	nature_news
2005	cf	10	nature_news
2005	cg	8	nature_news
2005	ch	82	nature_news
2005	ci	3	nature_news
2005	ck	1	nature_news
2005	cl	26	nature_news
2005	cm	8	nature_news
2005	cn	120	nature_news
2005	co	65	nature_news
2005	cr	3	nature_news
2005	cu	10	nature_news
2005	cy	3	nature_news
2005	cz	21	nature_news
2005	de	208	nature_news
2005	dk	25	nature_news
2005	dz	4	nature_news
2005	ec	5	nature_news
2005	eg	10	nature_news
2005	es	33	nature_news
2005	et	9	nature_news
2005	fi	19	nature_news
2005	fj	4	nature_news
2005	fk	2	nature_news
2005	fr	161	nature_news
2005	ga	4	nature_news
2005	gb	535	nature_news
2005	gd	1	nature_news
2005	ge	2	nature_news
2005	gh	12	nature_news
2005	gm	1	nature_news
2005	gn	5	nature_news
2005	gr	14	nature_news
2005	gt	3	nature_news
2005	gw	1	nature_news
2005	gy	3	nature_news
2005	hn	3	nature_news
2005	hr	4	nature_news
2005	ht	6	nature_news
2005	hu	13	nature_news
2005	id	64	nature_news
2005	ie	28	nature_news
2005	il	25	nature_news
2005	in	127	nature_news
2005	iq	18	nature_news
2005	ir	34	nature_news
2005	is	9	nature_news
2005	it	82	nature_news
2005	jm	1	nature_news
2005	jo	3	nature_news
2005	jp	145	nature_news
2005	ke	17	nature_news
2005	kh	11	nature_news
2005	kp	5	nature_news
2005	kr	52	nature_news
2005	kw	5	nature_news
2005	kz	7	nature_news
2005	la	1	nature_news
2005	lb	1	nature_news
2005	lc	6	nature_news
2005	lk	26	nature_news
2005	lr	5	nature_news
2005	lu	1	nature_news
2005	ly	1	nature_news
2005	mc	1	nature_news
2005	md	2	nature_news
2005	me	1	nature_news
2005	mg	7	nature_news
2005	ml	3	nature_news
2005	mm	9	nature_news
2005	mn	1	nature_news
2005	mr	1	nature_news
2005	mt	3	nature_news
2005	mu	2	nature_news
2005	mv	1	nature_news
2005	mw	3	nature_news
2005	mx	48	nature_news
2005	my	20	nature_news
2005	mz	2	nature_news
2005	ne	3	nature_news
2005	ng	10	nature_news
2005	ni	7	nature_news
2005	nl	55	nature_news
2005	no	24	nature_news
2005	np	10	nature_news
2005	nz	29	nature_news
2005	om	2	nature_news
2005	pa	3	nature_news
2005	pe	9	nature_news
2005	pg	5	nature_news
2005	ph	66	nature_news
2005	pk	28	nature_news
2005	pl	32	nature_news
2005	ps	4	nature_news
2005	pt	15	nature_news
2005	py	1	nature_news
2005	qa	1	nature_news
2005	ro	11	nature_news
2005	rs	4	nature_news
2005	ru	78	nature_news
2005	rw	3	nature_news
2005	sa	8	nature_news
2005	sb	2	nature_news
2005	sd	5	nature_news
2005	se	36	nature_news
2005	sg	18	nature_news
2005	si	3	nature_news
2005	sk	13	nature_news
2005	sl	5	nature_news
2005	sn	1	nature_news
2005	so	1	nature_news
2005	sr	1	nature_news
2005	sy	3	nature_news
2005	td	5	nature_news
2005	tg	1	nature_news
2005	th	32	nature_news
2005	tm	1	nature_news
2005	tn	1	nature_news
2005	to	1	nature_news
2005	tr	17	nature_news
2005	tt	1	nature_news
2005	tw	19	nature_news
2005	tz	18	nature_news
2005	ua	12	nature_news
2005	ug	12	nature_news
2005	us	1203	nature_news
2005	uy	1	nature_news
2005	uz	3	nature_news
2005	va	1	nature_news
2005	ve	5	nature_news
2005	vn	29	nature_news
2005	ws	2	nature_news
2005	ye	3	nature_news
2005	za	36	nature_news
2005	zm	7	nature_news
2005	zw	3	nature_news
2006	ae	3	nature_news
2006	af	6	nature_news
2006	ag	1	nature_news
2006	al	1	nature_news
2006	am	1	nature_news
2006	ao	3	nature_news
2006	ar	17	nature_news
2006	at	33	nature_news
2006	au	142	nature_news
2006	az	5	nature_news
2006	ba	3	nature_news
2006	bb	5	nature_news
2006	bd	7	nature_news
2006	be	30	nature_news
2006	bf	1	nature_news
2006	bg	4	nature_news
2006	bh	1	nature_news
2006	bj	3	nature_news
2006	bo	1	nature_news
2006	br	47	nature_news
2006	bs	6	nature_news
2006	bw	6	nature_news
2006	by	8	nature_news
2006	bz	2	nature_news
2006	ca	172	nature_news
2006	cd	3	nature_news
2006	cf	7	nature_news
2006	cg	9	nature_news
2006	ch	82	nature_news
2006	ci	4	nature_news
2006	cl	23	nature_news
2006	cm	11	nature_news
2006	cn	130	nature_news
2006	co	58	nature_news
2006	cr	10	nature_news
2006	cu	5	nature_news
2006	cv	1	nature_news
2006	cy	3	nature_news
2006	cz	22	nature_news
2006	de	227	nature_news
2006	dk	25	nature_news
2006	dm	1	nature_news
2006	dz	7	nature_news
2006	ec	4	nature_news
2006	ee	4	nature_news
2006	eg	15	nature_news
2006	er	2	nature_news
2006	es	45	nature_news
2006	et	17	nature_news
2006	fi	20	nature_news
2006	fj	3	nature_news
2006	fm	1	nature_news
2006	fr	164	nature_news
2006	ga	2	nature_news
2006	gb	540	nature_news
2006	gd	1	nature_news
2006	ge	1	nature_news
2006	gh	9	nature_news
2006	gl	5	nature_news
2006	gn	10	nature_news
2006	gr	17	nature_news
2006	gt	4	nature_news
2006	hn	3	nature_news
2006	hr	7	nature_news
2006	ht	4	nature_news
2006	hu	19	nature_news
2006	id	62	nature_news
2006	ie	29	nature_news
2006	il	32	nature_news
2006	in	133	nature_news
2006	iq	17	nature_news
2006	ir	29	nature_news
2006	is	13	nature_news
2006	it	97	nature_news
2006	jm	5	nature_news
2006	jo	6	nature_news
2006	jp	142	nature_news
2006	ke	21	nature_news
2006	kg	1	nature_news
2006	kh	3	nature_news
2006	kn	1	nature_news
2006	kp	10	nature_news
2006	kr	41	nature_news
2006	kw	6	nature_news
