query	query_date	place_id	osm_type	display_name	class	type	importance	address.country	address.country_code	un_region	un_subregion
durrell wildlife conservation trust	2021-02-03	129612064	way	Jersey Zoo, La Profonde Rue, Trinity, JE3 5BP, Jersey	tourism	zoo	0.30922699466609	Jersey	je	Europe	Northern Europe
npg	2021-02-03	177301691	way	NPG, Tobago Avenue, New Kingston, Saint Andrew, Surrey County, KINGSTON 5, Jamaica	building	commercial	0.101	Jamaica	jm	Americas	Caribbean
maytals	2021-02-03	139033445	way	Maytals Crescent, Cooreville Gardens, Saint Andrew, Surrey County, 20, Jamaica	highway	residential	0.2	Jamaica	jm	Americas	Caribbean
vanity fair	2021-02-03	76246848	node	Vanity Fair, Saint Mary, Middlesex County, Jamaica	place	hamlet	0.45	Jamaica	jm	Americas	Caribbean
jamaica	2021-02-03	258485445	relation	Jamaica	boundary	administrative	0.807261561694498	Jamaica	jm	Americas	Caribbean
international seabed authority	2021-02-03	177833065	way	International Seabed Authority HQ, Duke Street, Kingston, Surrey County, KINGSTON CSO, Jamaica	building	yes	0.301	Jamaica	jm	Americas	Caribbean
jordan university of science and technology	2021-02-03	148655079	way	Jordan University of Science and Technology, Betra St, Ø¥Ø±Ø¨Ø¯â€Ž, Ø¥Ø±Ø¨Ø¯, Ø§Ù„Ø£Ø±Ø¯Ù†	amenity	university	0.601	Ø§Ù„Ø£Ø±Ø¯Ù†	jo	Asia	Western Asia
ama	2021-02-03	16241175	node	Ø¹Ù…Ø§Ù†, 2062, Ø§Ù„Ø£Ø±Ø¯Ù†	place	city	0.610035786199553	Ø§Ù„Ø£Ø±Ø¯Ù†	jo	Asia	Western Asia
jordan	2021-02-03	258022296	relation	Ø§Ù„Ø£Ø±Ø¯Ù†	boundary	administrative	0.716221771346838	Ø§Ù„Ø£Ø±Ø¯Ù†	jo	Asia	Western Asia
four seasons hotel	2021-02-03	138307414	way	Four Seasons Hotel, Ø´Ø§Ø±Ø¹ Ø§Ù„Ø¨ØµØ±Ø©, Ø§Ù… Ø§Ø°ÙŠÙ†Ø© Ø§Ù„Ø´Ø±Ù‚ÙŠ, Ø¹Ù…Ø§Ù†, 11195, Ø§Ù„Ø£Ø±Ø¯Ù†	tourism	hotel	0.750443028528829	Ø§Ù„Ø£Ø±Ø¯Ù†	jo	Asia	Western Asia
wadi rum	2021-02-03	149386364	way	ÙˆØ§Ø¯ÙŠ Ø±Ù…, Ø§Ù„Ø¹Ù‚Ø¨Ø©, Ø§Ù„Ø£Ø±Ø¯Ù†	natural	desert	0.408010995739962	Ø§Ù„Ø£Ø±Ø¯Ù†	jo	Asia	Western Asia
xfel	2021-02-03	103594598	way	XFEL, ä¸Šéƒ¡æœ«åºƒç·š, å…‰éƒ½äºŒä¸<81>ç›®, éž<8d>å±…, ä¸Šéƒ¡ç”º, èµ¤ç©‚éƒ¡, å…µåº«çœŒ, æ—¥æœ¬	building	yes	0.101	æ—¥æœ¬	jp	Asia	Eastern Asia
goto	2021-02-03	258571934	relation	äº”å³¶å¸‚, é•·å´ŽçœŒ, æ—¥æœ¬	boundary	administrative	0.430996300874427	æ—¥æœ¬	jp	Asia	Eastern Asia
obama white house	2021-02-03	258672713	relation	å°<8f>æµœå¸‚, ç¦<8f>äº•çœŒ, æ—¥æœ¬	boundary	administrative	0.449107677186954	æ—¥æœ¬	jp	Asia	Eastern Asia
tamagawa	2021-02-03	258585111	relation	å¤šæ‘©å·<9d>, ç¥žå¥ˆå·<9d>çœŒ, 198-0212, æ—¥æœ¬	waterway	river	0.450854461294197	æ—¥æœ¬	jp	Asia	Eastern Asia
japan aerospace exploration agency	2021-02-03	104684391	way	å®‡å®™èˆªç©ºç ”ç©¶é–‹ç™ºæ©Ÿæ§‹ (JAXA), ä¸‰é·¹é€šã‚Š æ­¦è”µé‡Žèª¿å¸ƒç·š, èª¿å¸ƒå¸‚, æ<9d>±äº¬éƒ½, 182-0012, æ—¥æœ¬	amenity	research_institute	0.534103782224402	æ—¥æœ¬	jp	Asia	Eastern Asia
department of internal medicine	2021-02-03	302545893	way	å°<8f>å<9d>‚å†…ç§‘ã‚¯ãƒªãƒ‹ãƒƒã‚¯, 11, å°<8f>ç«‹é‡Žé€šã‚Š é‡‘æ²¢æ¹¯æ¶Œç¦<8f>å…‰ç·š, å®<9d>ç”º, é‡‘æ²¢å¸‚, çŸ³å·<9d>çœŒ, 920-8638, æ—¥æœ¬	amenity	doctors	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
sakurada	2021-02-03	123818427	way	æ¡œç”°é–€, å†…å €é€šã‚Š, éœžãƒ¶é–¢1, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	historic	city_gate	0.29350420583069	æ—¥æœ¬	jp	Asia	Eastern Asia
advanced science institute	2021-02-03	180150166	way	ç”£æ¥­æŠ€è¡“ç·<8f>å<90>ˆç ”ç©¶æ‰€ï¼›è¥¿äº‹æ¥­æ‰€, å­¦åœ’è¥¿å¤§é€šã‚Š, ã<81>¤ã<81><8f>ã<81>°å¸‚, èŒ¨åŸŽçœŒ, 305-0061, æ—¥æœ¬	amenity	research_institute	0.42962282009393	æ—¥æœ¬	jp	Asia	Eastern Asia
toyota	2021-02-03	258878294	relation	è±Šç”°å¸‚, æ„›çŸ¥çœŒ, æ—¥æœ¬	boundary	administrative	0.4	æ—¥æœ¬	jp	Asia	Eastern Asia
liberal democratic party	2021-02-03	122578456	way	è‡ªç”±æ°‘ä¸»ä¼šé¤¨, 23, å›½é<81>“246å<8f>·, æ°¸ç”°ç”º1, æ°¸ç”°ç”º, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-8910, æ—¥æœ¬	office	political_party	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
ngo	2021-02-03	104188006	way	ä¸­éƒ¨å›½éš›ç©ºæ¸¯ã‚»ãƒ³ãƒˆãƒ¬ã‚¢, ã‚»ãƒ³ãƒˆãƒ¬ã‚¢ãƒ©ã‚¤ãƒ³;ä¸­éƒ¨å›½éš›ç©ºæ¸¯é€£çµ¡é<81>“è·¯, å¸¸æ»‘å¸‚, æ„›çŸ¥çœŒ, 479-0881, æ—¥æœ¬	aeroway	aerodrome	0.490333550285453	æ—¥æœ¬	jp	Asia	Eastern Asia
jaxa	2021-02-03	104684391	way	å®‡å®™èˆªç©ºç ”ç©¶é–‹ç™ºæ©Ÿæ§‹ (JAXA), ä¸‰é·¹é€šã‚Š æ­¦è”µé‡Žèª¿å¸ƒç·š, èª¿å¸ƒå¸‚, æ<9d>±äº¬éƒ½, 182-0012, æ—¥æœ¬	amenity	research_institute	0.634103782224402	æ—¥æœ¬	jp	Asia	Eastern Asia
democratic party of japan	2021-02-03	122578456	way	è‡ªç”±æ°‘ä¸»ä¼šé¤¨, 23, å›½é<81>“246å<8f>·, æ°¸ç”°ç”º1, æ°¸ç”°ç”º, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-8910, æ—¥æœ¬	office	political_party	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
iie	2021-02-03	258639558	relation	ä¼Šæ±Ÿæ<9d>‘, å›½é ­éƒ¡, æ²–ç¸„çœŒ, æ—¥æœ¬	boundary	administrative	0.393638696954819	æ—¥æœ¬	jp	Asia	Eastern Asia
yokohama city university	2021-02-03	110892089	way	æ¨ªæµœå¸‚ç«‹å¤§å­¦, æ<9d>±è¥¿è‡ªç”±é€šè·¯ è¥¿å<81>´éšŽæ®µ, æŸ³ç”º, é‡‘æ²¢åŒº, æ¨ªæµœå¸‚, ç¥žå¥ˆå·<9d>çœŒ, 231-0017, æ—¥æœ¬	amenity	university	0.443549060892257	æ—¥æœ¬	jp	Asia	Eastern Asia
hiroshima university	2021-02-03	6038414	node	Hiroshima Universityã€€åºƒå³¶å¤§å­¦ æ<9d>±åºƒå³¶ã‚­ãƒ£ãƒ³ãƒ‘ã‚¹, å‡ºä¼šã<81>„ã<81>®é<81>“, è¥¿æ<9d>¡ä¸‹è¦‹, æ<9d>±åºƒå³¶å¸‚, åºƒå³¶çœŒ, 739-0047, æ—¥æœ¬	amenity	university	0.702899469290669	æ—¥æœ¬	jp	Asia	Eastern Asia
tohoku	2021-02-03	258878374	relation	æ<9d>±åŒ—ç”º, ä¸ŠåŒ—éƒ¡, é<9d>’æ£®çœŒ, æ—¥æœ¬	boundary	administrative	0.402513658204824	æ—¥æœ¬	jp	Asia	Eastern Asia
nagoya university	2021-02-03	124098830	way	å<90><8d>å<8f>¤å±‹å¤§å­¦, å››è°·é€š ï¼ˆå±±æ‰‹ã‚°ãƒªãƒ¼ãƒ³ãƒ­ãƒ¼ãƒ‰ï¼‰, å››è°·é€š, å<8d>ƒç¨®åŒº, å<90><8d>å<8f>¤å±‹å¸‚, æ„›çŸ¥çœŒ, 464-8601, æ—¥æœ¬	amenity	university	0.519298300330669	æ—¥æœ¬	jp	Asia	Eastern Asia
japan aerospace and exploration agency	2021-02-03	104684391	way	å®‡å®™èˆªç©ºç ”ç©¶é–‹ç™ºæ©Ÿæ§‹ (JAXA), ä¸‰é·¹é€šã‚Š æ­¦è”µé‡Žèª¿å¸ƒç·š, èª¿å¸ƒå¸‚, æ<9d>±äº¬éƒ½, 182-0012, æ—¥æœ¬	amenity	research_institute	0.534103782224402	æ—¥æœ¬	jp	Asia	Eastern Asia
yuan	2021-02-03	297445876	node	åŽŸ, åŽŸå<81>œè»Šå ´ç·š, æ²¼æ´¥å¸‚, é<9d>™å²¡çœŒ, 410-0312, æ—¥æœ¬	railway	station	0.364463378933884	æ—¥æœ¬	jp	Asia	Eastern Asia
mathematical society	2021-02-03	64702547	node	æ—¥æœ¬æ•°å­¦ä¼š, 8, è”µå‰<8d>æ©‹é€šã‚Š, å<8f>°æ<9d>±äºŒä¸<81>ç›®, å<8f>°æ<9d>±åŒº, æ<9d>±äº¬éƒ½, 110-0006, æ—¥æœ¬	office	association	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
idex	2021-02-03	158633198	way	Cosmo, äºŒä¸­é€šã‚Š, é«˜éº—ç”º, é¹¿å…<90>å³¶å¸‚, é¹¿å…<90>å³¶çœŒ, 892-8677, æ—¥æœ¬	amenity	fuel	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
kyoto university hospital	2021-02-03	1318672	node	äº¬éƒ½å¤§å­¦, æ<9d>±å¤§è·¯é€š;äº¬éƒ½å¸‚é<81>“181å<8f>·äº¬éƒ½ç’°çŠ¶ç·š, è<81>–è­·é™¢å±±çŽ‹ç”º, å·¦äº¬åŒº, äº¬éƒ½å¸‚, äº¬éƒ½åºœ, 606-8391, æ—¥æœ¬	amenity	university	0.57959701929309	æ—¥æœ¬	jp	Asia	Eastern Asia
japan meteorological agency	2021-02-03	258888416	relation	æ°—è±¡åº<81>, å†…å €é€šã‚Š, å¤§æ‰‹ç”º1, å¤§æ‰‹ç”º, ç¥žç”°, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0004, æ—¥æœ¬	building	public	0.528920419784088	æ—¥æœ¬	jp	Asia	Eastern Asia
riken brain science institute	2021-02-03	151778643	way	è„³ç§‘å­¦ç·<8f>å<90>ˆç ”ç©¶ã‚»ãƒ³ã‚¿ãƒ¼ æ<9d>±æ£Ÿ, æ–°åº§ãƒ<90>ã‚¤ãƒ‘ã‚¹, å’Œå…‰å¸‚, åŸ¼çŽ‰çœŒ, 351-0106, æ—¥æœ¬	building	yes	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
national graduate institute for policy studies	2021-02-03	114338072	way	æ”¿ç­–ç ”ç©¶å¤§å­¦é™¢å¤§å­¦, å…­æœ¬æœ¨ãƒˆãƒ³ãƒ<8d>ãƒ«, å…­æœ¬æœ¨ä¸ƒä¸<81>ç›®, å…­æœ¬æœ¨, éº»å¸ƒ, æ¸¯åŒº, æ<9d>±äº¬éƒ½, 106-0033, æ—¥æœ¬	amenity	university	0.400318800773851	æ—¥æœ¬	jp	Asia	Eastern Asia
akatsuki	2021-02-03	46404960	node	æš<81>, ç”²è³€å¸‚, æ»‹è³€çœŒ, 528-0012, æ—¥æœ¬	place	neighbourhood	0.25	æ—¥æœ¬	jp	Asia	Eastern Asia
tokushima university	2021-02-03	37840846	node	å¤§å­¦å‰<8d>, å<90>‰é‡Žå·<9d>ãƒ<90>ã‚¤ãƒ‘ã‚¹, å¾³å³¶å¸‚, å¾³å³¶çœŒ, 770-8571, æ—¥æœ¬	highway	bus_stop	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
isi	2021-02-03	259196818	relation	ä¼Šå‹¢å›½, ä¸‰é‡<8d>çœŒ, æ—¥æœ¬	boundary	historic	0.525743277351004	æ—¥æœ¬	jp	Asia	Eastern Asia
national institute for fusion science	2021-02-03	40010535	node	National Institute for Fusion Science, è‚¥ç”°ä¸‹çŸ³ç·š, åœŸå²<90>å¸‚, å²<90>é˜œçœŒ, 507-0021, æ—¥æœ¬	amenity	research_centre	0.501	æ—¥æœ¬	jp	Asia	Eastern Asia
ito	2021-02-03	258663212	relation	ä¼Šæ<9d>±å¸‚, é<9d>™å²¡çœŒ, æ—¥æœ¬	boundary	administrative	0.460897541165665	æ—¥æœ¬	jp	Asia	Eastern Asia
npc	2021-02-03	216467228	way	NPC, æ<9d>±æ<9d>¾å±±å<81>œè»Šå ´ç·š, ç®­å¼“ç”º1, æ<9d>±æ<9d>¾å±±å¸‚, åŸ¼çŽ‰çœŒ, 355-0014, æ—¥æœ¬	amenity	parking	0.101	æ—¥æœ¬	jp	Asia	Eastern Asia
university of yamanashi	2021-02-03	158492717	way	å¸<9d>äº¬ç§‘å­¦å¤§å­¦æ<9d>±äº¬è¥¿ã‚­ãƒ£ãƒ³ãƒ‘ã‚¹, ä¸­å¤®è‡ªå‹•è»Šé<81>“, ä¸Šé‡ŽåŽŸå¸‚, å±±æ¢¨çœŒ, æ—¥æœ¬	amenity	university	0.428807256594898	æ—¥æœ¬	jp	Asia	Eastern Asia
japan atomic energy agency	2021-02-03	220860551	way	Japan Atomic Energy Agency, 765-1, ã<81>¯ã<81>ªã<81>¿ã<81>šã<81><8d>é€šã‚Š, æ<9d>±æµ·æ<9d>‘, é‚£ç<8f>‚éƒ¡, èŒ¨åŸŽçœŒ, 319-1184, æ—¥æœ¬	building	yes	0.401	æ—¥æœ¬	jp	Asia	Eastern Asia
meteorological agency	2021-02-03	258888416	relation	æ°—è±¡åº<81>, å†…å €é€šã‚Š, å¤§æ‰‹ç”º1, å¤§æ‰‹ç”º, ç¥žç”°, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0004, æ—¥æœ¬	building	public	0.528920419784088	æ—¥æœ¬	jp	Asia	Eastern Asia
meijo university	2021-02-03	128174721	way	å<90><8d>åŸŽå¤§å­¦, é£¯ç”°è¡—é<81>“, å¤©ç™½åŒº, å<90><8d>å<8f>¤å±‹å¸‚, æ„›çŸ¥çœŒ, 468-8503, æ—¥æœ¬	amenity	university	0.445726149027095	æ—¥æœ¬	jp	Asia	Eastern Asia
japan patent office	2021-02-03	15012020	node	ç‰¹è¨±åº<81>, 3, å¤–å €é€šã‚Š, éœžãƒ¶é–¢3, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-8915, æ—¥æœ¬	office	government	0.412830331815194	æ—¥æœ¬	jp	Asia	Eastern Asia
kyoto university	2021-02-03	1318672	node	äº¬éƒ½å¤§å­¦, æ<9d>±å¤§è·¯é€š;äº¬éƒ½å¸‚é<81>“181å<8f>·äº¬éƒ½ç’°çŠ¶ç·š, è<81>–è­·é™¢å±±çŽ‹ç”º, å·¦äº¬åŒº, äº¬éƒ½å¸‚, äº¬éƒ½åºœ, 606-8391, æ—¥æœ¬	amenity	university	0.57959701929309	æ—¥æœ¬	jp	Asia	Eastern Asia
university of the ryukyus	2021-02-03	107343763	way	ç<90>‰ç<90>ƒå¤§å­¦, å®œé‡Žæ¹¾è¥¿åŽŸç·š, å†…é–“, è¥¿åŽŸç”º, ä¸­é ­éƒ¡, æ²–ç¸„çœŒ, 903-0121, æ—¥æœ¬	amenity	university	0.468090947740774	æ—¥æœ¬	jp	Asia	Eastern Asia
tokai university in hiratsuka	2021-02-03	104165416	way	æ<9d>±æµ·å¤§å­¦ æ¹˜å<8d>—ã‚­ãƒ£ãƒ³ãƒ‘ã‚¹, 1, åŒ—é–€é€šã‚Š, å¹³å¡šå¸‚, ç¥žå¥ˆå·<9d>çœŒ, 259-1292, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
monju	2021-02-03	164574010	way	ã‚‚ã‚“ã<81>˜ã‚…, å®®æ´¥é¤Šçˆ¶ç·š, å­—æ<9d>‰æœ«, å®®æ´¥å¸‚, äº¬éƒ½åºœ, 626-0001, æ—¥æœ¬	building	transportation	0.322405775434826	æ—¥æœ¬	jp	Asia	Eastern Asia
trade and innovation	2021-02-03	65049975	node	Trade Next Standard Innovation, é»’ç”°åº„å¤šäº•ç”°ç·š, æ<9d>¿æ³¢ç”º, è¥¿è„‡å¸‚, å…µåº«çœŒ, æ—¥æœ¬	shop	car	0.301	æ—¥æœ¬	jp	Asia	Eastern Asia
national institute for materials science in tsukuba	2021-02-03	118354285	way	ç‰©è³ªãƒ»æ<9d><90>æ–™ç ”ç©¶æ©Ÿæ§‹, 1, ã<81>¤ã<81><8f>ã<81>°å…¬åœ’é€šã‚Š, ã<81>¤ã<81><8f>ã<81>°å¸‚, èŒ¨åŸŽçœŒ, 305-0047, æ—¥æœ¬	office	research	0.367391061753173	æ—¥æœ¬	jp	Asia	Eastern Asia
fisheries agency	2021-02-03	14700372	node	æ°´ç”£åº<81>, éœžã‚±é–¢, éœžãƒ¶é–¢1, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	building	public	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
chuo university	2021-02-03	218424118	way	ä¸­å¤®å¤§å­¦, å¤šæ‘©ãƒ¢ãƒŽãƒ¬ãƒ¼ãƒ«é€šã‚Š, å…«çŽ‹å­<90>å¸‚, æ<9d>±äº¬éƒ½, 191-8506, æ—¥æœ¬	amenity	university	0.540197762731253	æ—¥æœ¬	jp	Asia	Eastern Asia
doi	2021-02-03	48804686	node	åœŸå±…, å¹³é‡Žå®ˆå<8f>£ç·š, å¤§æž<9d>è¥¿ç”º, é¦¬å ´ç”ºä¸‰ä¸<81>ç›®, å®ˆå<8f>£å¸‚, å¤§é˜ªåºœ, 570-0038, æ—¥æœ¬	railway	station	0.338296402069185	æ—¥æœ¬	jp	Asia	Eastern Asia
ministry of foreign affairs	2021-02-03	14859293	node	å¤–å‹™çœ<81>, éœžãƒ¶é–¢å<9d>‚, éœžãƒ¶é–¢2, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	building	public	0.545769418466942	æ—¥æœ¬	jp	Asia	Eastern Asia
sapporo medical university	2021-02-03	129721276	way	æœ­å¹ŒåŒ»ç§‘å¤§å­¦, ç¦<8f>ä½<8f>æ¡‘åœ’é€š, å<8d>—1æ<9d>¡è¥¿9, ä¸­å¤®åŒº, æœ­å¹Œå¸‚, çŸ³ç‹©æŒ¯èˆˆå±€, åŒ—æµ·é<81>“, 060-8556, æ—¥æœ¬	amenity	university	0.406681943714513	æ—¥æœ¬	jp	Asia	Eastern Asia
university of tokyo	2021-02-03	95061621	way	æ<9d>±äº¬å¤§å­¦ æŸ<8f>ã‚­ãƒ£ãƒ³ãƒ‘ã‚¹, å­¦èž<8d>å<90>ˆã<81>®é<81>“, æŸ<8f>å¸‚, å<8d>ƒè‘‰çœŒ, 277-8583, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
azabu university	2021-02-03	129610650	way	éº»å¸ƒå¤§å­¦, çŸ¢éƒ¨ã<81>µã‚Œã<81>‚ã<81>„åœ°ä¸‹é<81>“, ä¸­å¤®åŒº, ç›¸æ¨¡åŽŸå¸‚, ç¥žå¥ˆå·<9d>çœŒ, 229-0032, æ—¥æœ¬	amenity	university	0.415142283922981	æ—¥æœ¬	jp	Asia	Eastern Asia
sdo	2021-02-03	108898337	way	ä½<90>æ¸¡ç©ºæ¸¯, ä¸¡æ´¥åºƒåŸŸè¾²é<81>“, ç§‹æ´¥, ä½<90>æ¸¡å¸‚, æ–°æ½ŸçœŒ, 952-0006, æ—¥æœ¬	aeroway	aerodrome	0.40710035943812	æ—¥æœ¬	jp	Asia	Eastern Asia
institute of space and astronautical science	2021-02-03	115578298	way	å®‡å®™ç§‘å­¦ç ”ç©¶æ‰€ (Institute of Space and Astronautical Science), éŠ€æ²³åŒ—é€šã‚Š, ä¸­å¤®åŒº, ç›¸æ¨¡åŽŸå¸‚, ç¥žå¥ˆå·<9d>çœŒ, 252-0234, æ—¥æœ¬	office	research	0.601	æ—¥æœ¬	jp	Asia	Eastern Asia
shen neng	2021-02-03	83114350	node	ç¥žèƒ½,è¼ªæ¥­, æ—¥é«˜å·<9d>å³¶ç·š, å<9d>‚æˆ¸å¸‚, åŸ¼çŽ‰çœŒ, 350-2222, æ—¥æœ¬	shop	bicycle	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
japanese communist party	2021-02-03	26533301	node	æ—¥æœ¬å…±ç”£å…šä¸­å¤®å§”å“¡ä¼š, 7, æ˜Žæ²»é€šã‚Š, å<8d>ƒé§„ãƒ¶è°·å››ä¸<81>ç›®, æ¸‹è°·åŒº, æ<9d>±äº¬éƒ½, 151-8586, æ—¥æœ¬	office	political_party	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
nagasaki university	2021-02-03	110381378	way	é•·å´Žå¤§å­¦, çœŒé<81>“113å<8f>·ç·š, é•·å´Žå¸‚, é•·å´ŽçœŒ, 850-8685, æ—¥æœ¬	amenity	university	0.466329902238883	æ—¥æœ¬	jp	Asia	Eastern Asia
saitama university	2021-02-03	139990167	way	åŸ¼çŽ‰å¤§å­¦, ã<81>•ã<81>„ã<81>Ÿã<81>¾é´»å·£ç·š, æ¡œåŒº, ã<81>•ã<81>„ã<81>Ÿã<81>¾å¸‚, åŸ¼çŽ‰çœŒ, 338-0835, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
policy exchange	2021-02-03	75361678	node	POLICY, æŸ´å<8f>ˆè¡—é<81>“, æ±Ÿæˆ¸å·<9d>åŒº, æ<9d>±äº¬éƒ½, 133-0051, æ—¥æœ¬	office	company	0.101	æ—¥æœ¬	jp	Asia	Eastern Asia
national science and technology library	2021-02-03	130023176	way	ç<90>†ç³»å›³æ›¸é¤¨, ä¹<9d>å¤§ã‚²ãƒ¼ãƒˆãƒ–ãƒªãƒƒã‚¸, è¥¿åŒº, ç¦<8f>å²¡å¸‚, ç¦<8f>å²¡çœŒ, 819âˆ’0395, æ—¥æœ¬	amenity	library	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
tokyo institute of technology	2021-02-03	258519927	relation	æ<9d>±äº¬å·¥æ¥­å¤§å­¦ å¤§å²¡å±±ã‚­ãƒ£ãƒ³ãƒ‘ã‚¹, è½Ÿæ©‹, ç›®é»’åŒº, æ<9d>±äº¬éƒ½, 158, æ—¥æœ¬	amenity	university	0.508521601885091	æ—¥æœ¬	jp	Asia	Eastern Asia
chiba institute of technology	2021-02-03	104275451	way	å<8d>ƒè‘‰å·¥æ¥­å¤§å­¦, ã<81>¾ã‚<8d>ã<81>«ã<81>ˆé€šã‚Š, æ´¥ç”°æ²¼2, ç¿’å¿—é‡Žå¸‚, å<8d>ƒè‘‰çœŒ, 274-0825, æ—¥æœ¬	amenity	university	0.442477975994532	æ—¥æœ¬	jp	Asia	Eastern Asia
oita university	2021-02-03	120859745	way	å¤§åˆ†å¤§å­¦æ—¦é‡ŽåŽŸã‚­ãƒ£ãƒ³ãƒ‘ã‚¹, å›½é<81>“10å<8f>·, å¤§åˆ†å¸‚, å¤§åˆ†çœŒ, 870-0854, æ—¥æœ¬	amenity	university	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
carbon institute	2021-02-03	144485403	way	ã‚«ãƒ¼ãƒœãƒ³ãƒ‹ãƒ¥ãƒ¼ãƒˆãƒ©ãƒ«ãƒ»ã‚¨ãƒ<8d>ãƒ«ã‚®ãƒ¼å›½éš›ç ”ç©¶æ‰€ ç¬¬1ç ”ç©¶æ£Ÿ, æ¡œäº•å¤ªéƒŽä¸¸ç·š, è¥¿åŒº, ç¦<8f>å²¡å¸‚, ç¦<8f>å²¡çœŒ, 819-0382, æ—¥æœ¬	building	university	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
astronautical science	2021-02-03	115578298	way	å®‡å®™ç§‘å­¦ç ”ç©¶æ‰€ (Institute of Space and Astronautical Science), éŠ€æ²³åŒ—é€šã‚Š, ä¸­å¤®åŒº, ç›¸æ¨¡åŽŸå¸‚, ç¥žå¥ˆå·<9d>çœŒ, 252-0234, æ—¥æœ¬	office	research	0.201	æ—¥æœ¬	jp	Asia	Eastern Asia
council for science and technology	2021-02-03	14641777	node	ç·<8f>å<90>ˆç§‘å­¦æŠ€è¡“ä¼šè­°, å…­æœ¬æœ¨é€šã‚Š, éœžãƒ¶é–¢3, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	building	public	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
kurume university	2021-02-03	173775202	way	ä¹…ç•™ç±³å¤§å­¦ï¼ˆåŒ»å­¦éƒ¨ï¼‰, çœŒé<81>“17å<8f>·åŒ»å¤§é€šã‚Š, åŸŽå<8d>—ç”º, ä¹…ç•™ç±³å¸‚, ç¦<8f>å²¡çœŒ, 830-0011, æ—¥æœ¬	amenity	university	0.446874063573656	æ—¥æœ¬	jp	Asia	Eastern Asia
national council for science and technology	2021-02-03	14641777	node	ç·<8f>å<90>ˆç§‘å­¦æŠ€è¡“ä¼šè­°, å…­æœ¬æœ¨é€šã‚Š, éœžãƒ¶é–¢3, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	building	public	0.001	æ—¥æœ¬	jp	Asia	Eastern Asia
hirosaki university	2021-02-03	173133861	way	å¼˜å‰<8d>å¤§å­¦, çŸ³å·<9d>åœŸæ‰‹ç”ºç·š, å¯Œç”°3, å¯Œé‡Žç”º, å¼˜å‰<8d>å¸‚, é<9d>’æ£®çœŒ, 036-8186, æ—¥æœ¬	amenity	university	0.444601849346538	æ—¥æœ¬	jp	Asia	Eastern Asia
ministry of justice	2021-02-03	60332920	node	æ³•å‹™çœ<81>, æ¡œç”°é€šã‚Š, éœžãƒ¶é–¢1, éœžãƒ¶é–¢, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0013, æ—¥æœ¬	office	government	0.492769930727232	æ—¥æœ¬	jp	Asia	Eastern Asia
house of representatives	2021-02-03	60617052	node	è¡†è­°é™¢, 1, å›½é<81>“246å<8f>·, æ°¸ç”°ç”º1, æ°¸ç”°ç”º, å<8d>ƒä»£ç”°åŒº, æ<9d>±äº¬éƒ½, 100-0014, æ—¥æœ¬	office	government	0.570873380707553	æ—¥æœ¬	jp	Asia	Eastern Asia
